Batch No.,공정명,작업실,시작,종료
675,a,R-1108,2023-01-16 03:00,2023-01-16 10:30
675,b,R-1108,2023-01-16 10:30,2023-01-17 01:15
676,a,R-1107,2023-01-17 02:30,2023-01-17 10:30
676,b,R-1107,2023-01-17 10:30,2023-01-18 00:30
677,a,R-1108,2023-01-17 22:50,2023-01-18 06:21
677,b,R-1108,2023-01-18 06:21,2023-01-18 19:55
678,a,R-1107,2023-01-19 10:30,2023-01-19 18:31
678,b,R-1107,2023-01-19 18:31,2023-01-20 09:25
679,a,R-1108,2023-01-20 06:30,2023-01-20 14:01
679,b,R-1108,2023-01-20 14:01,2023-01-21 03:30
680,a,R-1107,2023-01-21 02:30,2023-01-21 10:30
680,b,R-1107,2023-01-21 10:30,2023-01-22 00:00
681,a,R-1108,2023-01-22 01:00,2023-01-22 08:30
681,b,R-1108,2023-01-22 08:30,2023-01-22 22:10
682,a,R-1107,2023-01-23 00:00,2023-01-23 08:01
682,b,R-1107,2023-01-23 08:01,2023-01-23 21:40
683,a,R-1108,2023-01-24 01:30,2023-01-24 09:00
683,b,R-1108,2023-01-24 09:00,2023-01-25 00:00
684,a,R-1107,2023-01-25 01:00,2023-01-25 09:00
684,b,R-1107,2023-01-25 09:00,2023-01-26 00:00
685,a,R-1108,2023-01-26 01:30,2023-01-26 09:01
685,b,R-1108,2023-01-26 09:01,2023-01-27 00:00
686,a,R-1107,2023-01-27 01:00,2023-01-27 09:01
686,b,R-1107,2023-01-27 09:01,2023-01-28 00:00
687,a,R-1108,2023-01-28 01:30,2023-01-28 09:01
687,b,R-1108,2023-01-28 09:01,2023-01-29 00:00
688,a,R-1107,2023-01-29 01:00,2023-01-29 09:01
688,b,R-1107,2023-01-29 09:01,2023-01-30 00:00
689,a,R-1108,2023-01-30 01:30,2023-01-30 09:01
689,b,R-1108,2023-01-30 09:01,2023-01-31 00:05
690,a,R-1107,2023-01-31 01:10,2023-01-31 09:05
690,b,R-1107,2023-01-31 09:05,2023-02-01 00:00
691,a,R-1108,2023-02-01 01:10,2023-02-01 08:35
691,b,R-1108,2023-02-01 08:35,2023-02-02 00:00
692,a,R-1107,2023-02-02 02:40,2023-02-02 10:41
692,b,R-1107,2023-02-02 10:41,2023-02-03 00:35
693,a,R-1108,2023-02-03 00:30,2023-02-03 08:00
693,b,R-1108,2023-02-03 08:00,2023-02-04 00:00
694,a,R-1107,2023-02-04 03:00,2023-02-04 11:00
694,b,R-1107,2023-02-04 11:00,2023-02-05 01:00
695,a,R-1108,2023-02-05 03:00,2023-02-05 10:30
695,b,R-1108,2023-02-05 10:30,2023-02-06 01:00
696,a,R-1107,2023-02-06 02:30,2023-02-06 10:30
696,b,R-1107,2023-02-06 10:30,2023-02-07 00:00
697,a,R-1108,2023-02-07 00:30,2023-02-07 08:00
697,b,R-1108,2023-02-07 08:00,2023-02-07 20:50
698,a,R-1107,2023-02-08 10:30,2023-02-08 18:31
698,b,R-1107,2023-02-08 18:31,2023-02-09 08:00
699,a,R-1108,2023-02-09 11:00,2023-02-09 18:35
699,b,R-1108,2023-02-09 18:35,2023-02-10 08:00
700,a,R-1107,2023-02-10 14:00,2023-02-10 22:05
700,b,R-1107,2023-02-10 22:05,2023-02-11 11:40
701,a,R-1108,2023-02-11 14:30,2023-02-11 22:01
701,b,R-1108,2023-02-11 22:01,2023-02-12 11:40
702,a,R-1107,2023-02-12 12:05,2023-02-12 20:07
702,b,R-1107,2023-02-12 20:07,2023-02-13 09:45
703,a,R-1108,2023-02-13 11:00,2023-02-13 17:41
703,b,R-1108,2023-02-13 17:41,2023-02-14 06:03
704,a,R-1107,2023-02-15 04:30,2023-02-15 12:31
704,b,R-1107,2023-02-15 12:31,2023-02-16 01:52
705,a,R-1108,2023-02-15 22:30,2023-02-16 06:03
705,b,R-1108,2023-02-16 06:03,2023-02-16 19:45
706,a,R-1107,2023-02-16 20:40,2023-02-17 04:30
706,b,R-1107,2023-02-17 04:30,2023-02-17 18:41
707,a,R-1504,2023-02-18 04:15,2023-02-18 12:21
707,b,R-1504,2023-02-18 12:21,2023-02-19 02:37
708,a,R-1108,2023-02-19 19:00,2023-02-20 02:20
708,b,R-1108,2023-02-20 02:20,2023-02-20 16:54
709,a,R-1107,2023-02-20 20:40,2023-02-21 04:30
709,b,R-1107,2023-02-21 04:30,2023-02-21 18:50
710,a,R-1108,2023-02-21 19:00,2023-02-22 02:35
710,b,R-1108,2023-02-22 02:35,2023-02-22 16:25
711,a,R-1107,2023-02-22 21:00,2023-02-23 05:01
711,b,R-1107,2023-02-23 05:01,2023-02-23 19:00
712,a,R-1108,2023-02-23 19:00,2023-02-24 02:31
712,b,R-1108,2023-02-24 02:31,2023-02-24 17:30
713,a,R-1107,2023-02-24 18:30,2023-02-25 02:31
713,b,R-1107,2023-02-25 02:31,2023-02-25 17:30
714,a,R-1108,2023-02-25 20:10,2023-02-26 03:41
714,b,R-1108,2023-02-26 03:41,2023-02-26 19:08
715,a,R-1107,2023-02-27 08:30,2023-02-27 16:31
715,b,R-1107,2023-02-27 16:31,2023-02-28 05:18
716,a,R-1108,2023-02-27 23:00,2023-02-28 06:31
716,b,R-1108,2023-02-28 06:31,2023-02-28 20:10
717,a,R-1107,2023-02-28 18:30,2023-03-01 02:35
717,b,R-1107,2023-03-01 02:35,2023-03-01 17:05
718,a,R-1108,2023-03-01 17:00,2023-03-02 01:00
718,b,R-1108,2023-03-02 01:00,2023-03-02 16:00
719,a,R-1107,2023-03-02 23:06,2023-03-03 07:01
719,b,R-1107,2023-03-03 07:01,2023-03-03 20:45
720,a,R-1108,2023-03-03 15:30,2023-03-03 23:01
720,b,R-1108,2023-03-03 23:01,2023-03-04 12:40
721,a,R-1107,2023-03-04 18:30,2023-03-05 02:30
721,b,R-1107,2023-03-05 02:30,2023-03-05 16:00
722,a,R-1108,2023-03-05 20:00,2023-03-06 04:00
722,b,R-1108,2023-03-06 04:00,2023-03-06 17:19
723,a,R-1107,2023-03-06 21:00,2023-03-07 05:01
723,b,R-1107,2023-03-07 05:01,2023-03-07 19:10
724,a,R-1108,2023-03-07 19:00,2023-03-08 02:31
724,b,R-1108,2023-03-08 02:31,2023-03-08 16:42
725,a,R-1107,2023-03-08 21:30,2023-03-09 05:20
725,b,R-1107,2023-03-09 05:20,2023-03-09 19:06
726,a,R-1108,2023-03-09 19:00,2023-03-10 02:30
726,b,R-1108,2023-03-10 02:30,2023-03-10 16:19
727,a,R-1107,2023-03-10 22:50,2023-03-11 06:40
727,b,R-1107,2023-03-11 06:40,2023-03-11 21:11
728,a,R-1108,2023-03-11 19:00,2023-03-12 02:30
728,b,R-1108,2023-03-12 02:30,2023-03-12 16:30
729,a,R-1107,2023-03-12 18:30,2023-03-13 02:30
729,b,R-1107,2023-03-13 02:30,2023-03-13 16:30
730,a,R-1108,2023-03-14 00:30,2023-03-14 08:01
730,b,R-1108,2023-03-14 08:01,2023-03-14 21:35
731,a,R-1107,2023-03-14 22:00,2023-03-15 06:02
731,b,R-1107,2023-03-15 06:02,2023-03-15 20:10
732,a,R-1108,2023-03-15 19:00,2023-03-16 02:31
733,a,R-1504,2023-03-16 00:04,2023-03-16 07:52
732,b,R-1108,2023-03-16 02:31,2023-03-16 17:00
733,b,R-1504,2023-03-16 07:52,2023-03-16 21:02
734,a,R-1107,2023-03-17 02:30,2023-03-17 10:30
735,a,R-1506,2023-03-17 02:35,2023-03-17 10:40
734,b,R-1107,2023-03-17 10:30,2023-03-18 00:00
735,b,R-1506,2023-03-17 10:40,2023-03-17 23:12
736,a,R-1108,2023-03-17 21:30,2023-03-18 05:01
737,a,R-1504,2023-03-18 00:00,2023-03-18 07:52
736,b,R-1108,2023-03-18 05:01,2023-03-18 19:20
737,b,R-1504,2023-03-18 07:52,2023-03-18 21:03
738,a,R-1107,2023-03-18 22:40,2023-03-19 06:41
738,b,R-1107,2023-03-19 06:41,2023-03-19 20:15
739,a,R-1108,2023-03-20 00:30,2023-03-20 08:00
739,b,R-1108,2023-03-20 08:00,2023-03-20 21:30
740,a,R-1107,2023-03-21 01:00,2023-03-21 09:00
740,b,R-1107,2023-03-21 09:00,2023-03-21 23:00
741,a,R-1108,2023-03-21 22:10,2023-03-22 06:06
741,b,R-1108,2023-03-22 06:06,2023-03-22 19:50
742,a,R-1107,2023-03-22 22:45,2023-03-23 07:01
742,b,R-1107,2023-03-23 07:01,2023-03-23 20:56
743,a,R-1108,2023-03-23 22:00,2023-03-24 05:30
743,b,R-1108,2023-03-24 05:30,2023-03-24 20:30
744,a,R-1107,2023-03-24 23:00,2023-03-25 07:01
744,b,R-1107,2023-03-25 07:01,2023-03-25 20:40
745,a,R-1108,2023-03-25 21:30,2023-03-26 05:30
745,b,R-1108,2023-03-26 05:30,2023-03-26 19:15
746,a,R-1107,2023-03-27 05:30,2023-03-27 13:31
746,b,R-1107,2023-03-27 13:31,2023-03-28 03:20
747,a,R-1108,2023-03-27 18:40,2023-03-28 02:10
747,b,R-1108,2023-03-28 02:10,2023-03-28 16:00
748,a,R-1107,2023-03-28 18:00,2023-03-29 02:00
748,b,R-1107,2023-03-29 02:00,2023-03-29 16:00
749,a,R-1108,2023-03-29 18:30,2023-03-30 02:00
749,b,R-1108,2023-03-30 02:00,2023-03-30 16:09
750,a,R-1107,2023-03-30 18:00,2023-03-31 02:00
750,b,R-1107,2023-03-31 02:00,2023-03-31 16:00
751,a,R-1108,2023-03-31 18:30,2023-04-01 02:00
751,b,R-1108,2023-04-01 02:00,2023-04-01 16:00
752,a,R-1107,2023-04-01 18:30,2023-04-02 02:20
752,b,R-1107,2023-04-02 02:20,2023-04-02 16:40
753,a,R-1108,2023-04-02 18:30,2023-04-03 02:01
753,b,R-1108,2023-04-03 02:01,2023-04-03 16:10
754,a,R-1107,2023-04-04 18:00,2023-04-05 02:01
754,b,R-1107,2023-04-05 02:01,2023-04-05 16:20
755,a,R-1108,2023-04-07 10:30,2023-04-07 18:00
756,a,R-1107,2023-04-07 14:30,2023-04-07 22:24
755,b,R-1108,2023-04-07 18:00,2023-04-08 08:00
756,b,R-1107,2023-04-07 22:24,2023-04-08 12:20
757,a,R-1504,2023-04-08 05:31,2023-04-08 13:20
757,b,R-1504,2023-04-08 13:20,2023-04-09 02:53
758,a,R-1506,2023-04-09 10:25,2023-04-09 18:18
759,a,R-1108,2023-04-09 13:30,2023-04-09 21:01
758,b,R-1506,2023-04-09 18:18,2023-04-10 08:02
759,b,R-1108,2023-04-09 21:01,2023-04-10 11:00
760,a,R-1504,2023-04-10 10:40,2023-04-10 18:31
760,b,R-1504,2023-04-10 18:31,2023-04-11 08:20
761,a,R-1107,2023-04-11 02:10,2023-04-11 10:10
762,a,R-1506,2023-04-11 05:28,2023-04-11 13:40
761,b,R-1107,2023-04-11 10:10,2023-04-12 00:00
762,b,R-1506,2023-04-11 13:40,2023-04-12 04:32
763,a,R-1108,2023-04-12 06:00,2023-04-12 13:30
764,a,R-1504,2023-04-12 08:32,2023-04-12 16:32
763,b,R-1108,2023-04-12 13:30,2023-04-13 03:40
764,b,R-1504,2023-04-12 16:32,2023-04-13 05:40
765,a,R-1107,2023-04-13 02:00,2023-04-13 10:00
765,b,R-1107,2023-04-13 10:00,2023-04-14 00:05
766,a,R-1506,2023-04-13 10:20,2023-04-13 18:10
766,b,R-1506,2023-04-13 18:10,2023-04-14 08:00
767,a,R-1108,2023-04-14 03:00,2023-04-14 10:30
767,b,R-1108,2023-04-14 10:30,2023-04-15 02:30
768,a,R-1504,2023-04-14 16:30,2023-04-15 00:20
768,b,R-1504,2023-04-15 00:20,2023-04-15 13:05
769,a,R-1107,2023-04-15 06:20,2023-04-15 14:20
770,a,R-1506,2023-04-15 10:10,2023-04-15 17:56
769,b,R-1107,2023-04-15 14:20,2023-04-16 04:20
770,b,R-1506,2023-04-15 17:56,2023-04-16 07:11
771,a,R-1108,2023-04-16 05:00,2023-04-16 12:31
772,a,R-1504,2023-04-16 08:10,2023-04-16 16:05
771,b,R-1108,2023-04-16 12:31,2023-04-17 02:37
772,b,R-1504,2023-04-16 16:05,2023-04-17 05:10
773,a,R-1107,2023-04-17 06:00,2023-04-17 14:01
773,b,R-1107,2023-04-17 14:01,2023-04-18 04:00
774,a,R-1506,2023-04-17 18:20,2023-04-18 02:31
774,b,R-1506,2023-04-18 02:31,2023-04-18 16:18
775,a,R-1504,2023-04-18 10:08,2023-04-18 17:50
775,b,R-1504,2023-04-18 17:50,2023-04-19 06:35
776,a,R-1108,2023-04-19 08:40,2023-04-19 16:12
777,a,R-1506,2023-04-19 11:46,2023-04-19 19:35
776,b,R-1108,2023-04-19 16:12,2023-04-20 05:50
777,b,R-1506,2023-04-19 19:35,2023-04-20 09:10
778,a,R-1504,2023-04-20 11:38,2023-04-20 19:30
778,b,R-1504,2023-04-20 19:30,2023-04-21 09:29
779,a,R-1107,2023-04-20 22:45,2023-04-21 06:40
779,b,R-1107,2023-04-21 06:40,2023-04-21 20:45
780,a,R-1506,2023-04-21 10:55,2023-04-21 18:40
780,b,R-1506,2023-04-21 18:40,2023-04-22 08:00
781,a,R-1108,2023-04-22 02:40,2023-04-22 10:06
782,a,R-1504,2023-04-22 07:30,2023-04-22 15:15
781,b,R-1108,2023-04-22 10:06,2023-04-23 00:50
782,b,R-1504,2023-04-22 15:15,2023-04-23 05:10
783,a,R-1506,2023-04-23 04:00,2023-04-23 12:05
783,b,R-1506,2023-04-23 12:05,2023-04-24 01:35
784,a,R-1107,2023-04-23 19:30,2023-04-24 03:32
784,b,R-1107,2023-04-24 03:32,2023-04-24 19:29
785,a,R-1504,2023-04-24 06:10,2023-04-24 14:01
786,a,R-1108,2023-04-24 12:50,2023-04-24 20:20
785,b,R-1504,2023-04-24 14:01,2023-04-25 03:29
786,b,R-1108,2023-04-24 20:20,2023-04-25 09:50
787,a,R-1506,2023-04-25 10:30,2023-04-25 18:19
787,b,R-1506,2023-04-25 18:19,2023-04-26 08:00
788,a,R-1504,2023-04-26 07:20,2023-04-26 15:21
789,a,R-1107,2023-04-26 12:30,2023-04-26 20:30
788,b,R-1504,2023-04-26 15:21,2023-04-27 04:05
789,b,R-1107,2023-04-26 20:30,2023-04-27 09:44
790,a,R-1108,2023-04-27 00:10,2023-04-27 08:00
791,a,R-1506,2023-04-27 06:30,2023-04-27 14:20
790,b,R-1108,2023-04-27 08:00,2023-04-27 21:20
791,b,R-1506,2023-04-27 14:20,2023-04-28 04:14
792,a,R-1107,2023-04-28 00:00,2023-04-28 08:00
793,a,R-1504,2023-04-28 06:40,2023-04-28 14:24
792,b,R-1107,2023-04-28 08:00,2023-04-29 00:00
793,b,R-1504,2023-04-28 14:24,2023-04-29 03:31
794,a,R-1108,2023-04-29 00:30,2023-04-29 07:50
794,b,R-1108,2023-04-29 07:50,2023-04-29 22:08
795,a,R-1506,2023-04-29 11:20,2023-04-29 19:15
795,b,R-1506,2023-04-29 19:15,2023-04-30 09:48
796,a,R-1107,2023-04-30 01:00,2023-04-30 08:51
796,b,R-1107,2023-04-30 08:51,2023-04-30 22:08
797,a,R-1504,2023-04-30 19:00,2023-05-01 03:02
798,a,R-1108,2023-05-01 00:40,2023-05-01 08:10
797,b,R-1504,2023-05-01 03:02,2023-05-01 17:10
798,b,R-1108,2023-05-01 08:10,2023-05-01 21:00
799,a,R-1506,2023-05-01 19:20,2023-05-02 03:10
799,b,R-1506,2023-05-02 03:10,2023-05-02 17:31
800,a,R-1107,2023-05-02 04:20,2023-05-02 12:00
800,b,R-1107,2023-05-02 12:00,2023-05-03 01:40
801,a,R-1504,2023-05-02 19:00,2023-05-03 02:45
801,b,R-1504,2023-05-03 02:45,2023-05-03 16:46
802,a,R-1108,2023-05-03 05:00,2023-05-03 12:20
802,b,R-1108,2023-05-03 12:20,2023-05-04 02:10
803,a,R-1506,2023-05-03 18:40,2023-05-04 02:22
803,b,R-1506,2023-05-04 02:22,2023-05-04 15:10
804,a,R-1107,2023-05-04 06:00,2023-05-04 14:05
804,b,R-1107,2023-05-04 14:05,2023-05-05 03:40
805,a,R-1504,2023-05-04 20:04,2023-05-05 04:04
806,a,R-1108,2023-05-05 01:00,2023-05-05 08:20
805,b,R-1504,2023-05-05 04:04,2023-05-05 16:52
806,b,R-1108,2023-05-05 08:20,2023-05-06 00:00
807,a,R-1506,2023-05-05 21:50,2023-05-06 05:50
808,a,R-1107,2023-05-06 01:00,2023-05-06 09:01
807,b,R-1506,2023-05-06 05:50,2023-05-06 19:30
808,b,R-1107,2023-05-06 09:01,2023-05-07 00:00
809,a,R-1504,2023-05-06 23:15,2023-05-07 07:26
810,a,R-1108,2023-05-07 01:30,2023-05-07 09:01
809,b,R-1504,2023-05-07 07:26,2023-05-07 21:25
810,b,R-1108,2023-05-07 09:01,2023-05-08 00:00
811,a,R-1506,2023-05-07 23:27,2023-05-08 07:32
812,a,R-1107,2023-05-08 01:00,2023-05-08 09:01
811,b,R-1506,2023-05-08 07:32,2023-05-08 21:43
812,b,R-1107,2023-05-08 09:01,2023-05-09 00:10
813,a,R-1504,2023-05-08 20:25,2023-05-09 04:31
814,a,R-1108,2023-05-09 01:30,2023-05-09 09:01
813,b,R-1504,2023-05-09 04:41,2023-05-09 19:30
814,b,R-1108,2023-05-09 09:01,2023-05-10 00:00
815,a,R-1506,2023-05-09 20:31,2023-05-10 04:31
816,a,R-1107,2023-05-10 01:00,2023-05-10 09:01
815,b,R-1506,2023-05-10 04:31,2023-05-10 19:10
816,b,R-1107,2023-05-10 09:01,2023-05-11 00:30
817,a,R-1504,2023-05-10 20:32,2023-05-11 04:31
818,a,R-1108,2023-05-11 01:35,2023-05-11 09:01
817,b,R-1504,2023-05-11 04:31,2023-05-11 19:00
818,b,R-1108,2023-05-11 09:01,2023-05-12 00:00
819,a,R-1107,2023-05-11 21:10,2023-05-12 05:00
820,a,R-1506,2023-05-11 23:55,2023-05-12 07:36
819,b,R-1107,2023-05-12 05:00,2023-05-12 19:15
820,b,R-1506,2023-05-12 07:36,2023-05-12 21:25
821,a,R-1108,2023-05-13 01:00,2023-05-13 09:01
822,a,R-1504,2023-05-13 01:40,2023-05-13 10:00
821,b,R-1108,2023-05-13 09:01,2023-05-14 00:00
822,b,R-1504,2023-05-13 10:00,2023-05-14 00:30
823,a,R-1506,2023-05-14 00:00,2023-05-14 08:00
824,a,R-1107,2023-05-14 01:00,2023-05-14 09:10
823,b,R-1506,2023-05-14 08:00,2023-05-14 22:16
824,b,R-1107,2023-05-14 09:10,2023-05-15 00:05
825,a,R-1108,2023-05-15 00:00,2023-05-15 08:05
826,a,R-1504,2023-05-15 02:00,2023-05-15 10:05
825,b,R-1108,2023-05-15 08:05,2023-05-16 00:00
826,b,R-1504,2023-05-15 10:05,2023-05-16 01:30
827,a,R-1506,2023-05-15 23:14,2023-05-16 07:29
828,a,R-1107,2023-05-16 01:00,2023-05-16 09:01
827,b,R-1506,2023-05-16 07:29,2023-05-16 20:42
828,b,R-1107,2023-05-16 09:01,2023-05-17 00:00
829,a,R-1108,2023-05-17 00:00,2023-05-17 08:01
829,b,R-1108,2023-05-17 00:00,2023-05-17 21:20
830,a,R-1504,2023-05-17 05:22,2023-05-17 13:10
830,b,R-1504,2023-05-17 13:10,2023-05-18 03:25
831,a,R-1107,2023-05-18 00:00,2023-05-18 08:01
832,a,R-1506,2023-05-18 04:25,2023-05-18 12:20
831,b,R-1107,2023-05-18 08:01,2023-05-19 00:10
832,b,R-1506,2023-05-18 12:20,2023-05-19 01:34
833,a,R-1108,2023-05-19 00:30,2023-05-19 08:00
834,a,R-1504,2023-05-19 03:25,2023-05-19 11:15
833,b,R-1108,2023-05-19 08:00,2023-05-19 21:18
834,b,R-1504,2023-05-19 11:15,2023-05-20 01:10
835,a,R-1107,2023-05-20 01:30,2023-05-20 09:31
836,a,R-1506,2023-05-20 05:40,2023-05-20 13:30
835,b,R-1107,2023-05-20 09:31,2023-05-21 00:00
836,b,R-1506,2023-05-20 13:30,2023-05-21 02:30
837,a,R-1108,2023-05-21 01:00,2023-05-21 08:30
838,a,R-1504,2023-05-21 05:58,2023-05-21 14:02
837,b,R-1108,2023-05-21 08:30,2023-05-22 00:00
838,b,R-1504,2023-05-21 14:02,2023-05-22 03:43
839,a,R-1107,2023-05-22 00:10,2023-05-22 08:10
839,b,R-1107,2023-05-22 08:10,2023-05-23 00:00
840,a,R-1506,2023-05-22 08:13,2023-05-22 16:14
840,b,R-1506,2023-05-22 16:14,2023-05-23 06:20
841,a,R-1108,2023-05-23 02:40,2023-05-23 10:00
841,b,R-1108,2023-05-23 10:00,2023-05-24 01:55
842,a,R-1504,2023-05-23 10:30,2023-05-23 18:30
842,b,R-1504,2023-05-23 18:30,2023-05-24 08:30
843,a,R-1107,2023-05-24 00:30,2023-05-24 08:30
843,b,R-1107,2023-05-24 08:30,2023-05-24 21:25
844,a,R-1506,2023-05-24 16:20,2023-05-25 00:09
844,b,R-1506,2023-05-25 00:09,2023-05-25 13:11
845,a,R-1108,2023-05-25 01:00,2023-05-25 08:30
846,a,R-1504,2023-05-25 07:10,2023-05-25 15:20
845,b,R-1108,2023-05-25 08:30,2023-05-26 00:00
846,b,R-1504,2023-05-25 15:20,2023-05-26 06:28
847,a,R-1107,2023-05-26 00:30,2023-05-26 08:40
847,b,R-1107,2023-05-26 08:40,2023-05-27 00:00
848,a,R-1506,2023-05-26 16:00,2023-05-26 23:50
848,b,R-1506,2023-05-26 23:50,2023-05-27 12:39
849,a,R-1108,2023-05-27 01:00,2023-05-27 08:33
849,b,R-1108,2023-05-27 08:33,2023-05-28 00:00
850,a,R-1504,2023-05-27 10:45,2023-05-27 18:30
850,b,R-1504,2023-05-27 18:30,2023-05-28 09:07
851,a,R-1107,2023-05-28 03:30,2023-05-28 11:31
851,b,R-1107,2023-05-28 11:31,2023-05-29 01:34
852,a,R-1506,2023-05-28 14:40,2023-05-28 22:40
852,b,R-1506,2023-05-28 22:40,2023-05-29 12:42
853,a,R-1108,2023-05-29 01:00,2023-05-29 08:31
853,b,R-1108,2023-05-29 08:31,2023-05-30 00:10
854,a,R-1504,2023-05-29 10:20,2023-05-29 18:07
854,b,R-1504,2023-05-29 18:07,2023-05-30 10:38
855,a,R-1107,2023-05-30 00:30,2023-05-30 08:31
855,b,R-1107,2023-05-30 08:31,2023-05-30 22:00
856,a,R-1506,2023-05-30 12:30,2023-05-30 20:05
856,b,R-1506,2023-05-30 20:05,2023-05-31 09:23
857,a,R-1108,2023-05-31 03:30,2023-05-31 11:02
857,b,R-1108,2023-05-31 11:02,2023-06-01 01:10
858,a,R-1504,2023-05-31 11:05,2023-05-31 18:50
858,b,R-1504,2023-05-31 18:50,2023-06-01 08:00
859,a,R-1107,2023-06-01 00:30,2023-06-01 08:31
859,b,R-1107,2023-06-01 08:31,2023-06-02 00:00
860,a,R-1506,2023-06-01 11:40,2023-06-01 19:20
860,b,R-1506,2023-06-01 19:20,2023-06-02 14:10
861,a,R-1108,2023-06-02 03:30,2023-06-02 11:32
862,a,R-1504,2023-06-02 10:40,2023-06-02 18:40
861,b,R-1108,2023-06-02 11:32,2023-06-03 01:10
862,b,R-1504,2023-06-02 18:40,2023-06-03 09:10
863,a,R-1107,2023-06-03 02:00,2023-06-03 10:02
863,b,R-1107,2023-06-03 10:02,2023-06-04 00:00
864,a,R-1506,2023-06-03 12:00,2023-06-03 19:50
864,b,R-1506,2023-06-03 19:50,2023-06-04 09:55
865,a,R-1108,2023-06-04 01:00,2023-06-04 09:02
865,b,R-1108,2023-06-04 09:02,2023-06-05 00:00
866,a,R-1504,2023-06-04 10:55,2023-06-04 19:00
866,b,R-1504,2023-06-04 19:00,2023-06-05 08:05
867,a,R-1107,2023-06-05 00:30,2023-06-05 08:30
867,b,R-1107,2023-06-05 08:30,2023-06-06 00:00
868,a,R-1108,2023-06-06 00:30,2023-06-06 08:30
868,b,R-1108,2023-06-06 08:30,2023-06-07 00:00
869,a,R-1506,2023-06-06 10:26,2023-06-06 18:35
869,b,R-1506,2023-06-06 18:35,2023-06-07 08:02
870,a,R-1107,2023-06-07 04:40,2023-06-07 12:40
871,a,R-1504,2023-06-07 10:20,2023-06-07 18:11
870,b,R-1107,2023-06-07 12:40,2023-06-08 03:00
871,b,R-1504,2023-06-07 18:11,2023-06-08 10:25
872,a,R-1108,2023-06-08 00:50,2023-06-08 08:11
872,b,R-1108,2023-06-08 08:11,2023-06-09 00:00
873,a,R-1506,2023-06-08 10:53,2023-06-08 18:38
873,b,R-1506,2023-06-08 18:38,2023-06-09 09:52
874,a,R-1107,2023-06-09 00:20,2023-06-09 08:11
874,b,R-1107,2023-06-09 08:11,2023-06-10 00:00
875,a,R-1504,2023-06-09 11:15,2023-06-09 19:00
875,b,R-1504,2023-06-09 19:00,2023-06-10 08:01
876,a,R-1506,2023-06-10 10:31,2023-06-10 18:16
877,a,R-1108,2023-06-10 13:00,2023-06-10 20:31
876,b,R-1506,2023-06-10 18:16,2023-06-11 08:00
877,b,R-1108,2023-06-10 20:31,2023-06-11 10:40
878,a,R-1504,2023-06-11 11:39,2023-06-11 19:21
879,a,R-1107,2023-06-11 15:30,2023-06-11 23:30
878,b,R-1504,2023-06-11 19:21,2023-06-12 09:30
879,b,R-1107,2023-06-11 23:30,2023-06-12 13:30
880,a,R-1108,2023-06-12 11:00,2023-06-12 18:30
881,a,R-1506,2023-06-12 11:00,2023-06-12 18:45
880,b,R-1108,2023-06-12 18:30,2023-06-13 08:00
881,b,R-1506,2023-06-12 18:45,2023-06-13 09:51
882,a,R-1504,2023-06-13 10:25,2023-06-13 18:12
883,a,R-1107,2023-06-13 12:20,2023-06-13 20:32
882,b,R-1504,2023-06-13 18:12,2023-06-14 08:00
883,b,R-1107,2023-06-13 20:32,2023-06-14 11:30
884,a,R-1108,2023-06-14 11:10,2023-06-14 18:37
885,a,R-1506,2023-06-14 15:40,2023-06-14 23:20
884,b,R-1108,2023-06-14 18:37,2023-06-15 10:00
885,b,R-1506,2023-06-14 23:20,2023-06-15 16:00
886,a,R-1107,2023-06-15 08:10,2023-06-15 16:10
887,a,R-1504,2023-06-15 09:57,2023-06-15 18:00
886,b,R-1107,2023-06-15 16:10,2023-06-16 08:00
887,b,R-1504,2023-06-15 18:00,2023-06-16 08:51
888,a,R-1506,2023-06-16 09:20,2023-06-16 17:05
889,a,R-1108,2023-06-16 12:30,2023-06-16 20:02
888,b,R-1506,2023-06-16 17:05,2023-06-17 06:32
889,b,R-1108,2023-06-16 20:02,2023-06-17 09:20
890,a,R-1504,2023-06-17 10:22,2023-06-17 18:30
890,b,R-1504,2023-06-17 18:30,2023-06-18 09:49
891,a,R-1107,2023-06-17 18:40,2023-06-18 02:25
891,b,R-1107,2023-06-18 02:25,2023-06-18 16:20
892,a,R-1108,2023-06-18 10:30,2023-06-18 18:30
893,a,R-1506,2023-06-18 12:30,2023-06-18 20:10
892,b,R-1108,2023-06-18 18:30,2023-06-19 11:00
893,b,R-1506,2023-06-18 20:10,2023-06-19 12:38
894,a,R-1504,2023-06-19 11:39,2023-06-19 18:25
895,a,R-1107,2023-06-19 12:40,2023-06-19 20:30
894,b,R-1504,2023-06-19 18:25,2023-06-20 08:23
895,b,R-1107,2023-06-19 20:30,2023-06-20 09:50
896,a,R-1506,2023-06-20 10:39,2023-06-20 18:30
897,a,R-1108,2023-06-20 12:00,2023-06-20 20:00
896,b,R-1506,2023-06-20 18:30,2023-06-21 08:00
897,b,R-1108,2023-06-20 20:00,2023-06-21 10:00
898,a,R-1504,2023-06-21 12:20,2023-06-21 20:00
899,a,R-1107,2023-06-21 18:10,2023-06-22 02:11
898,b,R-1504,2023-06-21 20:00,2023-06-22 10:00
899,b,R-1107,2023-06-22 02:11,2023-06-22 17:30
